passengerid,survived,pclass,name,sex,age,sibsp,parch,fare,embarked,familysize,isalone,no_fare,title,fare_category,small_f,med_f,large_f
775,1.0,2,544,0,54.0,1,3,23.0,2,5,0,0,4,3,0,0,1
776,0.0,3,833,1,18.0,0,0,7.75,2,1,1,0,3,1,0,0,0
777,0.0,3,1175,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
778,1.0,3,370,0,5.0,0,0,12.475,2,1,1,0,2,2,0,0,0
779,0.0,3,645,1,28.0,0,0,7.7375,1,1,1,0,3,1,0,0,0
780,1.0,1,1007,0,43.0,0,1,211.3375,2,2,0,0,4,4,1,0,0
781,1.0,3,74,0,13.0,0,0,7.2292,0,1,1,0,2,1,0,0,0
782,1.0,1,328,0,17.0,1,0,57.0,2,2,0,0,4,4,1,0,0
783,0.0,1,719,1,29.0,0,0,30.0,2,1,1,0,3,3,0,0,0
784,0.0,3,605,1,28.0,1,2,23.45,2,4,0,0,3,3,0,1,0
785,0.0,3,20,1,25.0,0,0,7.05,2,1,1,0,3,1,0,0,0
786,0.0,3,494,1,25.0,0,0,7.25,2,1,1,0,3,1,0,0,0
787,1.0,3,1089,0,18.0,0,0,7.4958,2,1,1,0,2,1,0,0,0
788,0.0,3,993,1,8.0,4,1,29.125,1,6,0,0,0,3,0,0,1
789,1.0,3,315,1,1.0,1,2,20.575,2,4,0,0,0,3,0,1,0
790,0.0,1,470,1,46.0,0,0,79.2,0,1,1,0,3,4,0,0,0
791,0.0,3,629,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
792,0.0,2,426,1,16.0,0,0,26.0,2,1,1,0,3,3,0,0,0
794,0.0,1,562,1,28.0,0,0,30.6958,0,1,1,0,3,3,0,0,0
795,0.0,3,301,1,25.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
796,0.0,2,905,1,39.0,0,0,13.0,2,1,1,0,3,2,0,0,0
797,1.0,1,682,0,49.0,0,0,25.9292,2,1,1,0,1,3,0,0,0
798,1.0,3,902,0,31.0,0,0,8.6833,2,1,1,0,4,2,0,0,0
799,0.0,3,567,1,30.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
800,0.0,3,1198,0,30.0,1,1,24.15,2,3,0,0,4,3,0,1,0
801,0.0,2,969,1,34.0,0,0,13.0,2,1,1,0,3,2,0,0,0
802,1.0,2,255,0,31.0,1,1,26.25,2,3,0,0,4,3,0,1,0
803,1.0,1,207,1,11.0,1,2,120.0,2,4,0,0,0,4,0,1,0
804,1.0,3,1165,1,0.42,0,1,8.5167,0,2,0,0,0,2,1,0,0
805,1.0,3,517,1,27.0,0,0,6.975,2,1,1,0,3,1,0,0,0
806,0.0,3,595,1,31.0,0,0,7.775,2,1,1,0,3,1,0,0,0
807,0.0,1,46,1,39.0,0,0,0.0,2,1,1,1,3,1,0,0,0
808,0.0,3,959,0,18.0,0,0,7.775,2,1,1,0,2,1,0,0,0
809,0.0,2,789,1,39.0,0,0,13.0,2,1,1,0,3,2,0,0,0
810,1.0,1,222,0,33.0,1,0,53.1,2,2,0,0,4,4,1,0,0
811,0.0,3,17,1,26.0,0,0,7.8875,2,1,1,0,3,1,0,0,0
812,0.0,3,697,1,39.0,0,0,24.15,2,1,1,0,3,3,0,0,0
813,0.0,2,1099,1,35.0,0,0,10.5,2,1,1,0,3,2,0,0,0
814,0.0,3,32,0,6.0,4,2,31.275,2,7,0,0,2,4,0,0,1
815,0.0,3,1177,1,30.5,0,0,8.05,2,1,1,0,3,2,0,0,0
816,0.0,1,416,1,28.0,0,0,0.0,2,1,1,1,3,1,0,0,0
817,0.0,3,521,0,23.0,0,0,7.925,2,1,1,0,2,2,0,0,0
818,0.0,2,745,1,31.0,1,1,37.0042,0,3,0,0,3,4,0,1,0
819,0.0,3,549,1,43.0,0,0,6.45,2,1,1,0,3,1,0,0,0
820,0.0,3,1092,1,10.0,3,2,27.9,2,6,0,0,0,3,0,0,1
821,1.0,1,514,0,52.0,1,1,93.5,2,3,0,0,4,4,0,1,0
822,1.0,3,725,1,27.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
823,0.0,1,985,1,38.0,0,0,0.0,2,1,1,1,1,1,0,0,0
824,1.0,3,810,0,27.0,0,1,12.475,2,2,0,0,4,2,1,0,0
825,0.0,3,918,1,2.0,4,1,39.6875,2,6,0,0,0,4,0,0,1
826,0.0,3,389,1,28.0,0,0,6.95,1,1,1,0,3,1,0,0,0
827,0.0,3,669,1,28.0,0,0,56.4958,2,1,1,0,3,4,0,0,0
828,1.0,2,744,1,1.0,0,2,37.0042,0,3,0,0,0,4,0,1,0
829,1.0,3,765,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
830,1.0,1,1135,0,62.0,0,0,80.0,2,1,1,0,4,4,0,0,0
831,1.0,3,1275,0,15.0,1,0,14.4542,0,2,0,0,4,2,1,0,0
832,1.0,2,996,1,0.83,1,1,18.75,2,3,0,0,0,3,0,1,0
833,0.0,3,1037,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
834,0.0,3,73,1,23.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
835,0.0,3,27,1,18.0,0,0,8.3,2,1,1,0,3,2,0,0,0
836,1.0,1,256,0,39.0,1,1,83.1583,0,3,0,0,2,4,0,1,0
837,0.0,3,927,1,21.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
838,0.0,3,1086,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
839,1.0,3,231,1,32.0,0,0,56.4958,2,1,1,0,3,4,0,0,0
840,1.0,1,752,1,28.0,0,0,29.7,0,1,1,0,3,3,0,0,0
841,0.0,3,18,1,20.0,0,0,7.925,2,1,1,0,3,2,0,0,0
842,0.0,2,826,1,16.0,0,0,10.5,2,1,1,0,3,2,0,0,0
843,1.0,1,1067,0,30.0,0,0,31.0,0,1,1,0,2,3,0,0,0
844,0.0,3,692,1,34.5,0,0,6.4375,0,1,1,0,3,1,0,0,0
845,0.0,3,284,1,17.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
846,0.0,3,0,1,42.0,0,0,7.55,2,1,1,0,3,1,0,0,0
848,0.0,3,753,1,35.0,0,0,7.8958,0,1,1,0,3,1,0,0,0
849,0.0,2,498,1,28.0,0,1,33.0,2,2,0,0,1,4,1,0,0
850,1.0,1,445,0,28.0,1,0,89.1042,0,2,0,0,4,4,1,0,0
851,0.0,3,31,1,4.0,4,2,31.275,2,7,0,0,0,4,0,0,1
852,0.0,3,1149,1,74.0,0,0,7.775,2,1,1,0,3,1,0,0,0
853,0.0,3,138,0,9.0,1,1,15.2458,0,3,0,0,2,3,0,1,0
854,1.0,1,711,0,16.0,0,1,39.4,2,2,0,0,2,4,1,0,0
855,0.0,2,210,0,44.0,1,0,26.0,2,2,0,0,4,3,1,0,0
856,1.0,3,14,0,18.0,0,1,9.35,2,2,0,0,4,2,1,0,0
857,1.0,1,1248,0,45.0,1,1,164.8667,2,3,0,0,4,4,0,1,0
858,1.0,1,294,1,51.0,0,0,26.55,2,1,1,0,3,3,0,0,0
859,1.0,3,81,0,24.0,0,3,19.2583,0,4,0,0,4,3,0,1,0
860,0.0,3,979,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
861,0.0,3,486,1,41.0,2,0,14.1083,2,3,0,0,3,2,0,1,0
862,0.0,2,436,1,21.0,1,0,11.5,2,2,0,0,3,2,1,0,0
863,1.0,1,1154,0,48.0,0,0,25.9292,2,1,1,0,4,3,0,0,0
865,0.0,2,439,1,24.0,0,0,13.0,2,1,1,0,3,2,0,0,0
866,1.0,2,177,0,42.0,0,0,13.0,2,1,1,0,4,2,0,0,0
867,1.0,2,356,0,27.0,1,0,13.8583,0,2,0,0,2,2,1,0,0
868,0.0,1,1010,1,31.0,0,0,50.4958,2,1,1,0,3,4,0,0,0
869,0.0,3,1296,1,28.0,0,0,9.5,2,1,1,0,3,2,0,0,0
870,1.0,3,597,1,4.0,1,1,11.1333,2,3,0,0,0,2,0,1,0
871,0.0,3,86,1,26.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
872,1.0,1,111,0,47.0,1,1,52.5542,2,3,0,0,4,4,0,1,0
873,0.0,1,202,1,33.0,0,0,5.0,2,1,1,0,3,1,0,0,0
874,0.0,3,1203,1,47.0,0,0,9.0,2,1,1,0,3,2,0,0,0
875,1.0,2,7,0,28.0,1,0,24.0,0,2,0,0,4,3,1,0,0
876,1.0,3,836,0,15.0,0,0,7.225,0,1,1,0,2,1,0,0,0
877,0.0,3,471,1,20.0,0,0,9.8458,2,1,1,0,3,2,0,0,0
878,0.0,3,956,1,19.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
879,0.0,3,667,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
880,1.0,1,972,0,56.0,0,1,83.1583,0,2,0,0,4,4,1,0,0
881,1.0,2,1073,0,25.0,0,1,26.0,2,2,0,0,4,3,1,0,0
882,0.0,3,754,1,33.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
883,0.0,3,290,0,22.0,0,0,10.5167,2,1,1,0,2,2,0,0,0
884,0.0,2,88,1,28.0,0,0,10.5,2,1,1,0,3,2,0,0,0
885,0.0,3,1147,1,25.0,0,0,7.05,2,1,1,0,3,1,0,0,0
886,0.0,3,994,0,39.0,0,5,29.125,1,6,0,0,4,3,0,0,1
887,0.0,2,808,1,27.0,0,0,13.0,2,1,1,0,1,2,0,0,0
888,1.0,1,461,0,19.0,0,0,30.0,2,1,1,0,2,3,0,0,0
889,0.0,3,604,0,28.0,1,2,23.45,2,4,0,0,2,3,0,1,0
890,1.0,1,113,1,26.0,0,0,30.0,0,1,1,0,3,3,0,0,0
891,0.0,3,338,1,32.0,0,0,7.75,1,1,1,0,3,1,0,0,0
892,,3,635,1,34.5,0,0,7.8292,1,1,1,0,3,1,0,0,0
893,,3,1256,0,47.0,1,0,7.0,2,2,0,0,4,1,1,0,0
894,,2,834,1,62.0,0,0,9.6875,1,1,1,0,3,2,0,0,0
895,,3,1268,1,27.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
896,,3,540,0,22.0,1,1,12.2875,2,3,0,0,4,2,0,1,0
897,,3,1150,1,14.0,0,0,9.225,2,1,1,0,3,2,0,0,0
898,,3,261,0,30.0,0,0,7.6292,1,1,1,0,2,1,0,0,0
899,,2,185,1,26.0,1,1,29.0,2,3,0,0,3,3,0,1,0
900,,3,9,0,18.0,0,0,7.2292,0,1,1,0,4,1,0,0,0
901,,3,308,1,21.0,2,0,24.15,2,3,0,0,3,3,0,1,0
902,,3,570,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
903,,1,607,1,46.0,0,0,26.0,2,1,1,0,3,3,0,0,0
904,,1,1112,0,23.0,1,0,82.2667,2,2,0,0,4,4,1,0,0
905,,2,559,1,63.0,1,0,26.0,2,2,0,0,3,3,1,0,0
906,,1,220,0,47.0,1,0,61.175,2,2,0,0,4,4,1,0,0
907,,2,1292,0,24.0,1,0,27.7208,0,2,0,0,4,3,1,0,0
908,,2,630,1,35.0,0,0,12.35,1,1,1,0,3,2,0,0,0
909,,3,66,1,21.0,0,0,7.225,0,1,1,0,3,1,0,0,0
910,,3,571,0,27.0,1,0,7.925,2,2,0,0,2,2,1,0,0
911,,3,65,0,45.0,0,0,7.225,0,1,1,0,4,1,0,0,0
912,,1,1024,1,55.0,1,0,59.4,0,2,0,0,3,4,1,0,0
913,,3,889,1,9.0,0,1,3.1708,2,2,0,0,0,1,1,0,0
914,,1,385,0,28.0,0,0,31.6833,2,1,1,0,4,4,0,0,0
915,,1,1264,1,21.0,0,1,61.3792,0,2,0,0,3,4,1,0,0
916,,1,1036,0,48.0,1,3,262.375,0,5,0,0,4,4,0,0,1
917,,3,1008,1,50.0,1,0,14.5,2,2,0,0,3,2,1,0,0
918,,1,903,0,22.0,0,1,61.9792,0,2,0,0,2,4,1,0,0
919,,3,288,1,22.5,0,0,7.225,0,1,1,0,3,1,0,0,0
920,,1,151,1,41.0,0,0,30.5,2,1,1,0,3,3,0,0,0
921,,3,1053,1,28.0,2,0,21.6792,0,3,0,0,3,3,0,1,0
922,,2,722,1,50.0,1,0,26.0,2,2,0,0,3,3,1,0,0
923,,2,582,1,24.0,2,0,31.5,2,3,0,0,3,4,0,1,0
924,,3,318,0,33.0,1,2,20.575,2,4,0,0,4,3,0,1,0
925,,3,606,0,28.0,1,2,23.45,2,4,0,0,4,3,0,1,0
926,,1,804,1,30.0,1,0,57.75,0,2,0,0,3,4,1,0,0
927,,3,627,1,18.5,0,0,7.2292,0,1,1,0,3,1,0,0,0
928,,3,1022,0,28.0,0,0,8.05,2,1,1,0,2,2,0,0,0
929,,3,178,0,21.0,0,0,8.6625,2,1,1,0,2,2,0,0,0
930,,3,1059,1,25.0,0,0,9.5,2,1,1,0,3,2,0,0,0
931,,3,518,1,28.0,0,0,56.4958,2,1,1,0,3,4,0,0,0
932,,3,625,1,39.0,0,1,13.4167,0,2,0,0,3,2,1,0,0
933,,1,408,1,28.0,0,0,26.55,2,1,1,0,3,3,0,0,0
934,,3,449,1,41.0,0,0,7.85,2,1,1,0,3,1,0,0,0
935,,2,268,0,30.0,0,0,13.0,2,1,1,0,4,2,0,0,0
936,,1,647,0,45.0,1,0,52.5542,2,2,0,0,4,4,1,0,0
937,,3,941,1,25.0,0,0,7.925,2,1,1,0,3,2,0,0,0
938,,1,229,1,45.0,0,0,29.7,0,1,1,0,3,3,0,0,0
939,,3,1070,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
940,,1,169,0,60.0,0,0,76.2917,0,1,1,0,4,4,0,0,0
941,,3,275,0,36.0,0,2,15.9,2,3,0,0,4,3,0,1,0
942,,1,1106,1,24.0,1,0,60.0,2,2,0,0,3,4,1,0,0
943,,2,973,1,27.0,0,0,15.0333,0,1,1,0,3,3,0,0,0
944,,2,541,0,20.0,2,1,23.0,2,4,0,0,2,3,0,1,0
945,,1,401,0,28.0,3,2,263.0,2,6,0,0,2,4,0,0,1
946,,2,749,1,28.0,0,0,15.5792,0,1,1,0,3,3,0,0,0
947,,3,989,1,10.0,4,1,29.125,1,6,0,0,0,3,0,0,1
948,,3,265,1,35.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
949,,3,5,1,25.0,0,0,7.65,2,1,1,0,3,1,0,0,0
950,,3,312,1,28.0,1,0,16.1,2,2,0,0,3,3,1,0,0
951,,1,227,0,36.0,0,0,262.375,0,1,1,0,2,4,0,0,0
952,,3,329,1,17.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
953,,2,769,1,32.0,0,0,13.5,2,1,1,0,3,2,0,0,0
954,,3,128,1,18.0,0,0,7.75,2,1,1,0,3,1,0,0,0
955,,3,149,0,22.0,0,0,7.725,1,1,1,0,2,1,0,0,0
956,,1,1032,1,13.0,2,2,262.375,0,5,0,0,0,4,0,0,1
957,,2,269,0,28.0,0,0,21.0,2,1,1,0,4,3,0,0,0
958,,3,172,0,18.0,0,0,7.8792,1,1,1,0,2,1,0,0,0
959,,1,811,1,47.0,0,0,42.4,2,1,1,0,3,4,0,0,0
960,,1,1189,1,31.0,0,0,28.5375,0,1,1,0,3,3,0,0,0
961,,1,403,0,60.0,1,4,263.0,2,6,0,0,4,4,0,0,1
962,,3,828,0,24.0,0,0,7.75,1,1,1,0,2,1,0,0,0
963,,3,800,1,21.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
964,,3,860,0,29.0,0,0,7.925,2,1,1,0,2,2,0,0,0
965,,1,906,1,28.5,0,0,27.7208,0,1,1,0,3,3,0,0,0
966,,1,429,0,35.0,0,0,211.5,0,1,1,0,2,4,0,0,0
967,,1,632,1,32.5,0,0,211.5,0,1,1,0,3,4,0,0,0
968,,3,793,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
969,,1,271,0,55.0,2,0,25.7,2,3,0,0,4,3,0,1,0
970,,2,16,1,30.0,0,0,13.0,2,1,1,0,3,2,0,0,0
971,,3,345,0,24.0,0,0,7.75,1,1,1,0,2,1,0,0,0
972,,3,137,1,6.0,1,1,15.2458,0,3,0,0,0,3,0,1,0
973,,1,1140,1,67.0,1,0,221.7792,2,2,0,0,3,4,1,0,0
974,,1,214,1,49.0,0,0,26.0,2,1,1,0,3,3,0,0,0
975,,3,320,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
976,,2,670,1,28.0,0,0,10.7083,1,1,1,0,3,2,0,0,0
977,,3,641,1,28.0,1,0,14.4542,0,2,0,0,3,2,1,0,0
978,,3,94,0,27.0,0,0,7.8792,1,1,1,0,2,1,0,0,0
979,,3,82,0,18.0,0,0,8.05,2,1,1,0,2,2,0,0,0
980,,3,880,0,28.0,0,0,7.75,1,1,1,0,1,1,0,0,0
981,,2,1232,1,2.0,1,1,23.0,2,3,0,0,0,3,0,1,0
982,,3,359,0,22.0,1,0,13.9,2,2,0,0,4,2,1,0,0
983,,3,938,1,28.0,0,0,7.775,2,1,1,0,3,1,0,0,0
984,,1,303,0,27.0,1,2,52.0,2,4,0,0,4,4,0,1,0
985,,3,469,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
986,,1,124,1,25.0,0,0,26.0,0,1,1,0,3,3,0,0,0
987,,3,1160,1,25.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
988,,1,217,0,76.0,1,0,78.85,2,2,0,0,4,4,1,0,0
989,,3,742,1,29.0,0,0,7.925,2,1,1,0,3,2,0,0,0
990,,3,152,0,20.0,0,0,7.8542,2,1,1,0,2,1,0,0,0
991,,3,840,1,33.0,0,0,8.05,2,1,1,0,3,2,0,0,0
992,,1,1131,0,43.0,1,0,55.4417,0,2,0,0,4,4,1,0,0
993,,2,1230,1,27.0,1,0,26.0,2,2,0,0,3,3,1,0,0
994,,3,392,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
995,,3,592,1,26.0,0,0,7.775,2,1,1,0,3,1,0,0,0
996,,3,1169,0,16.0,1,1,8.5167,0,3,0,0,4,2,0,1,0
997,,3,550,1,28.0,0,0,22.525,2,1,1,0,3,3,0,0,0
998,,3,168,1,21.0,0,0,7.8208,1,1,1,0,3,1,0,0,0
999,,3,1030,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1000,,3,1258,1,28.0,0,0,8.7125,2,1,1,0,3,2,0,0,0
1001,,2,1152,1,18.5,0,0,13.0,2,1,1,0,3,2,0,0,0
1002,,2,1128,1,41.0,0,0,15.0458,0,1,1,0,3,3,0,0,0
1003,,3,1074,0,28.0,0,0,7.7792,1,1,1,0,2,1,0,0,0
1004,,1,375,0,36.0,0,0,31.6792,0,1,1,0,2,4,0,0,0
1005,,3,167,0,18.5,0,0,7.2833,1,1,1,0,2,1,0,0,0
1006,,1,1141,0,63.0,1,0,221.7792,2,2,0,0,4,4,1,0,0
1007,,3,237,1,18.0,1,0,14.4542,0,2,0,0,3,2,1,0,0
1008,,3,1167,1,28.0,0,0,6.4375,0,1,1,0,3,1,0,0,0
1009,,3,1056,0,1.0,1,1,16.7,2,3,0,0,2,3,0,1,0
1010,,1,103,1,36.0,0,0,75.2417,0,1,1,0,3,4,0,0,0
1011,,2,225,0,29.0,1,0,26.0,2,2,0,0,4,3,1,0,0
1012,,2,1225,0,12.0,0,0,15.75,2,1,1,0,2,3,0,0,0
1013,,3,643,1,28.0,1,0,7.75,1,2,0,0,3,1,1,0,0
1014,,1,1063,0,35.0,1,0,57.75,0,2,0,0,4,4,1,0,0
1015,,3,213,1,28.0,0,0,7.25,2,1,1,0,3,1,0,0,0
1016,,3,637,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1017,,3,279,0,17.0,0,1,16.1,2,2,0,0,2,3,1,0,0
1018,,3,157,1,22.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
1019,,3,767,0,28.0,2,0,23.25,1,3,0,0,2,3,0,1,0
1020,,2,146,1,42.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1021,,3,954,1,24.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1022,,3,1122,1,32.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1023,,1,460,1,53.0,0,0,28.5,0,1,1,0,1,3,0,0,0
1024,,3,688,0,28.0,0,4,25.4667,2,5,0,0,4,3,0,0,1
1025,,3,1166,1,28.0,1,0,6.4375,0,2,0,0,3,1,1,0,0
1026,,3,331,1,43.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
1027,,3,201,1,24.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
1028,,3,1283,1,26.5,0,0,7.225,0,1,1,0,3,1,0,0,0
1029,,2,1064,1,26.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1030,,3,346,0,23.0,0,0,8.05,2,1,1,0,2,2,0,0,0
1031,,3,458,1,40.0,1,6,46.9,2,8,0,0,3,4,0,0,1
1032,,3,455,0,10.0,5,2,46.9,2,8,0,0,2,4,0,0,1
1033,,1,299,0,33.0,0,0,151.55,2,1,1,0,2,4,0,0,0
1034,,1,1035,1,61.0,1,3,262.375,0,5,0,0,3,4,0,0,1
1035,,2,104,1,28.0,0,0,26.0,2,1,1,0,3,3,0,0,0
1036,,1,705,1,42.0,0,0,26.55,2,1,1,0,3,3,0,0,0
1037,,3,1205,1,31.0,3,0,18.0,2,4,0,0,3,3,0,1,0
1038,,1,534,1,28.0,0,0,51.8625,2,1,1,0,3,4,0,0,0
1039,,3,307,1,22.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1040,,1,277,1,28.0,0,0,26.55,2,1,1,0,3,3,0,0,0
1041,,2,665,1,30.0,1,1,26.0,2,3,0,0,1,3,0,1,0
